tipo,f1,f2
nsga2,0.733962,0.983044
nsga2,0.681872,0.993979
nsga2,0.681872,0.993979
nsga2,0.733962,0.983044
nsga2,0.687828,0.993539
nsga2,0.689656,0.993250
nsga2,0.706835,0.990661
nsga2,0.733605,0.983136
nsga2,0.701287,0.991626
nsga2,0.692384,0.992970
nsga2,0.682539,0.993899
nsga2,0.704311,0.991097
nsga2,0.732057,0.983696
nsga2,0.694590,0.992614
nsga2,0.724606,0.986475
nsga2,0.723817,0.986609
nsga2,0.712077,0.989683
nsga2,0.696864,0.992231
nsga2,0.686110,0.993653
nsga2,0.697685,0.992205
nsga2,0.722867,0.986975
nsga2,0.731851,0.983958
nsga2,0.691535,0.993008
nsga2,0.703757,0.991194
nsga2,0.699304,0.991917
nsga2,0.718632,0.988183
nsga2,0.691431,0.993105
nsga2,0.714846,0.989072
nsga2,0.715799,0.988861
nsga2,0.683935,0.993885
nsga2,0.706077,0.990692
nsga2,0.690368,0.993158
nsga2,0.727055,0.985683
nsga2,0.688434,0.993402
nsga2,0.699043,0.992029
nsga2,0.715246,0.988884
nsga2,0.711018,0.989910
nsga2,0.726035,0.986026
nsga2,0.709827,0.990119
nsga2,0.712120,0.989526
nsga2,0.726499,0.985846
nsga2,0.712791,0.989525
nsga2,0.705502,0.990874
nsga2,0.709101,0.990192
nsga2,0.693622,0.992800
nsga2,0.728280,0.985249
nsga2,0.717465,0.988412
nsga2,0.700685,0.991709
nsga2,0.702430,0.991435
nsga2,0.719664,0.987828
nsga2,0.713509,0.989377
nsga2,0.723122,0.986830
nsga2,0.719489,0.987952
nsga2,0.731375,0.984129
nsga2,0.699859,0.991872
nsga2,0.717910,0.988220
nsga2,0.733407,0.983312
nsga2,0.684721,0.993799
nsga2,0.729153,0.984916
nsga2,0.730819,0.984287
nsga2,0.727724,0.985411
nsga2,0.729946,0.984618
nsga2,0.707308,0.990551
nsga2,0.711247,0.989822
nsga2,0.722102,0.987218
nsga2,0.712879,0.989391
nsga2,0.730184,0.984583
nsga2,0.728280,0.985249
nsga2,0.725463,0.986146
nsga2,0.701662,0.991487
nsga2,0.726499,0.985846
nsga2,0.696471,0.992401
nsga2,0.694005,0.992662
nsga2,0.716156,0.988757
nsga2,0.722501,0.987036
nsga2,0.728756,0.985075
nsga2,0.725122,0.986288
nsga2,0.687005,0.993609
nsga2,0.728756,0.985075
nsga2,0.689257,0.993335
nsga2,0.708637,0.990332
nsga2,0.700685,0.991709
nsga2,0.704681,0.991014
nsga2,0.729708,0.984756
nsga2,0.708082,0.990423
nsga2,0.695281,0.992560
nsga2,0.684293,0.993861
nsga2,0.720561,0.987619
nsga2,0.725122,0.986288
nsga2,0.710530,0.989973
nsga2,0.730819,0.984287
nsga2,0.692860,0.992911
nsga2,0.685741,0.993686
nsga2,0.698114,0.992155
nsga2,0.732930,0.983482
nsga2,0.708082,0.990423
nsga2,0.729153,0.984916
nsga2,0.724606,0.986475
nsga2,0.717346,0.988518
nsga2,0.720918,0.987557
nsga2,0.731502,0.983966
nsga2,0.719188,0.988011
nsga2,0.714220,0.989123
nsga2,0.714132,0.989226
nsga2,0.730391,0.984445
nsga2,0.707308,0.990551
nsga2,0.709827,0.990119
nsga2,0.699859,0.991872
nsga2,0.726035,0.986026
nsga2,0.727089,0.985486
nsga2,0.704681,0.991014
nsga2,0.717902,0.988345
nsga2,0.687005,0.993609
nsga2,0.698114,0.992155
nsga2,0.695281,0.992560
nsga2,0.723586,0.986791
nsga2,0.696043,0.992453
nsga2,0.721489,0.987392
nsga2,0.733407,0.983312
nsga2,0.710530,0.989973
nsga2,0.702852,0.991309
nsga2,0.729708,0.984756
nsga2,0.727188,0.985412
nsga2,0.716704,0.988661
nsga2,0.720061,0.987785
nsga2,0.703252,0.991209
nsga2,0.684721,0.993799
nsga2,0.690368,0.993158
nsga2,0.730391,0.984445
nsga2,0.732573,0.983574
nsga2,0.716704,0.988661
nsga2,0.721489,0.987392
nsga2,0.711506,0.989743
nsga2,0.692863,0.992823
nsga2,0.696043,0.992453
nsga2,0.732573,0.983574
nsga2,0.705502,0.990874
nsga2,0.688434,0.993402
nsga2,0.720224,0.987662
nsga2,0.732930,0.983482
nsga2,0.725463,0.986146
nsga2,0.685741,0.993686
nsga2,0.708637,0.990332
nsga2,0.702852,0.991309
nsga2,0.705764,0.990753
nsga2,0.731375,0.984129
nsga2,0.693289,0.992803
nsga2,0.723817,0.986609
nsga2,0.720918,0.987557
nsga2,0.699043,0.992029
greedy,0.698018,0.941222
