tipo,f1,f2
nsga2,0.677944,0.998055
nsga2,0.704823,0.994718
nsga2,0.704823,0.994718
nsga2,0.677944,0.998055
nsga2,0.701511,0.995458
nsga2,0.703712,0.995220
nsga2,0.700564,0.995838
nsga2,0.697066,0.996373
nsga2,0.703897,0.994844
nsga2,0.686492,0.997566
nsga2,0.699289,0.995954
nsga2,0.701490,0.995705
nsga2,0.697046,0.996621
nsga2,0.689510,0.997305
nsga2,0.698342,0.996252
nsga2,0.684177,0.997728
nsga2,0.692354,0.997149
nsga2,0.699268,0.996115
nsga2,0.695317,0.996859
nsga2,0.702786,0.995348
nsga2,0.688727,0.997435
nsga2,0.682676,0.997764
nsga2,0.703204,0.995250
nsga2,0.704118,0.994739
nsga2,0.685566,0.997632
nsga2,0.698342,0.996252
nsga2,0.679055,0.998025
nsga2,0.681201,0.997873
nsga2,0.688774,0.997368
nsga2,0.679164,0.997977
nsga2,0.687268,0.997521
nsga2,0.696120,0.996762
nsga2,0.690467,0.997283
nsga2,0.680275,0.997949
nsga2,0.682434,0.997823
nsga2,0.685566,0.997632
nsga2,0.684177,0.997728
nsga2,0.693733,0.996997
nsga2,0.695858,0.996787
nsga2,0.691578,0.997183
nsga2,0.694576,0.996899
nsga2,0.692883,0.997065
nsga2,0.687268,0.997521
nsga2,0.693733,0.996997
nsga2,0.691578,0.997183
nsga2,0.696573,0.996649
nsga2,0.681201,0.997873
nsga2,0.700982,0.995738
nsga2,0.702786,0.995348
nsga2,0.690467,0.997283
greedy,0.737958,0.947800
