tipo,f1,f2
nsga2,0.721979,0.999383
nsga2,0.881902,0.993021
nsga2,0.881902,0.993021
nsga2,0.721979,0.999383
nsga2,0.816082,0.998651
nsga2,0.741285,0.998664
nsga2,0.879819,0.993034
nsga2,0.876347,0.993964
nsga2,0.863384,0.996201
nsga2,0.872412,0.994118
nsga2,0.870791,0.994973
nsga2,0.865004,0.995320
nsga2,0.852041,0.997128
nsga2,0.854125,0.996992
nsga2,0.855976,0.996802
nsga2,0.835976,0.997681
nsga2,0.848338,0.997215
nsga2,0.876347,0.993964
nsga2,0.861532,0.996361
nsga2,0.859680,0.996528
nsga2,0.855976,0.996802
nsga2,0.861532,0.996361
nsga2,0.863384,0.996201
nsga2,0.867088,0.995242
nsga2,0.868939,0.995104
nsga2,0.854125,0.996992
nsga2,0.848338,0.997215
nsga2,0.868939,0.995104
nsga2,0.843523,0.997335
nsga2,0.843152,0.997492
nsga2,0.835745,0.997836
nsga2,0.870791,0.994973
nsga2,0.842041,0.997499
nsga2,0.839449,0.997649
nsga2,0.874495,0.994073
nsga2,0.857597,0.996640
nsga2,0.852041,0.997128
nsga2,0.859680,0.996528
nsga2,0.728877,0.999285
nsga2,0.817193,0.998581
nsga2,0.819554,0.998471
nsga2,0.819554,0.998471
nsga2,0.817193,0.998581
nsga2,0.879819,0.993034
nsga2,0.822749,0.998257
nsga2,0.732581,0.999132
nsga2,0.821638,0.998313
nsga2,0.820666,0.998410
nsga2,0.845236,0.997315
nsga2,0.867088,0.995242
nsga2,0.829078,0.998044
nsga2,0.737026,0.998919
nsga2,0.832273,0.997895
nsga2,0.822749,0.998257
nsga2,0.845236,0.997315
nsga2,0.831162,0.997929
nsga2,0.830189,0.998005
nsga2,0.839449,0.997649
nsga2,0.874495,0.994073
nsga2,0.834634,0.997861
nsga2,0.825110,0.998174
nsga2,0.826717,0.998106
nsga2,0.842041,0.997499
nsga2,0.838338,0.997665
nsga2,0.872412,0.994118
nsga2,0.730544,0.999193
nsga2,0.829078,0.998044
nsga2,0.730544,0.999193
nsga2,0.825110,0.998174
nsga2,0.857828,0.996620
nsga2,0.730961,0.999156
nsga2,0.820666,0.998410
nsga2,0.734248,0.999053
nsga2,0.734248,0.999053
nsga2,0.738692,0.998856
nsga2,0.821638,0.998313
nsga2,0.857828,0.996620
nsga2,0.723785,0.999358
nsga2,0.732581,0.999132
nsga2,0.727072,0.999291
nsga2,0.735405,0.998928
nsga2,0.865236,0.995304
nsga2,0.857597,0.996640
nsga2,0.826717,0.998106
nsga2,0.865004,0.995320
nsga2,0.738692,0.998856
nsga2,0.834634,0.997861
nsga2,0.832273,0.997895
nsga2,0.830189,0.998005
nsga2,0.734665,0.999020
nsga2,0.739109,0.998827
nsga2,0.737026,0.998919
nsga2,0.734989,0.998960
nsga2,0.739803,0.998767
nsga2,0.831162,0.997929
nsga2,0.728877,0.999285
nsga2,0.740590,0.998722
nsga2,0.865236,0.995304
nsga2,0.740915,0.998666
nsga2,0.724757,0.999324
nsga2,0.726100,0.999320
nsga2,0.844634,0.997331
nsga2,0.838338,0.997665
nsga2,0.816082,0.998651
nsga2,0.739109,0.998827
nsga2,0.826221,0.998126
nsga2,0.825606,0.998153
nsga2,0.825606,0.998153
nsga2,0.723785,0.999358
nsga2,0.739803,0.998767
nsga2,0.734665,0.999020
nsga2,0.826221,0.998126
nsga2,0.740174,0.998749
nsga2,0.730961,0.999156
nsga2,0.740590,0.998722
nsga2,0.735359,0.998954
nsga2,0.724294,0.999336
nsga2,0.726563,0.999309
nsga2,0.740174,0.998749
nsga2,0.835745,0.997836
nsga2,0.724294,0.999336
nsga2,0.726563,0.999309
nsga2,0.741285,0.998664
nsga2,0.844634,0.997331
nsga2,0.727072,0.999291
nsga2,0.835976,0.997681
nsga2,0.724757,0.999324
nsga2,0.726100,0.999320
nsga2,0.843152,0.997492
nsga2,0.734989,0.998960
nsga2,0.843523,0.997335
nsga2,0.740915,0.998666
nsga2,0.735405,0.998928
nsga2,0.735359,0.998954
nsga2,0.881902,0.993021
nsga2,0.721979,0.999383
nsga2,0.876347,0.993964
nsga2,0.855976,0.996802
nsga2,0.861532,0.996361
nsga2,0.863384,0.996201
nsga2,0.854125,0.996992
nsga2,0.848338,0.997215
nsga2,0.868939,0.995104
nsga2,0.870791,0.994973
nsga2,0.852041,0.997128
nsga2,0.859680,0.996528
nsga2,0.819554,0.998471
nsga2,0.817193,0.998581
nsga2,0.879819,0.993034
nsga2,0.867088,0.995242
greedy,0.705809,0.967413
