tipo,f1,f2
nsga2,0.745747,0.991490
nsga2,0.705819,0.998481
nsga2,0.705819,0.998481
nsga2,0.745747,0.991490
nsga2,0.735469,0.995277
nsga2,0.735562,0.994823
nsga2,0.738525,0.994376
nsga2,0.744636,0.992012
nsga2,0.741858,0.993116
nsga2,0.738559,0.994030
nsga2,0.744670,0.991666
nsga2,0.739747,0.993519
nsga2,0.739636,0.993839
nsga2,0.743081,0.992267
nsga2,0.742969,0.992587
nsga2,0.741969,0.992772
nsga2,0.718762,0.997808
nsga2,0.726725,0.996808
nsga2,0.736969,0.994650
nsga2,0.726025,0.996936
nsga2,0.733173,0.995652
nsga2,0.729948,0.996268
nsga2,0.727507,0.996704
nsga2,0.726196,0.996815
nsga2,0.722725,0.997345
nsga2,0.709523,0.998331
nsga2,0.731025,0.996134
nsga2,0.711375,0.998227
nsga2,0.719997,0.997622
nsga2,0.711745,0.998206
nsga2,0.732136,0.995899
nsga2,0.723974,0.997170
nsga2,0.731692,0.995958
nsga2,0.735025,0.995333
nsga2,0.730051,0.996197
nsga2,0.738081,0.994429
nsga2,0.739192,0.993891
nsga2,0.740858,0.993303
nsga2,0.744192,0.992059
nsga2,0.706097,0.998468
nsga2,0.745303,0.991536
nsga2,0.724948,0.997081
nsga2,0.731395,0.996068
nsga2,0.734729,0.995441
nsga2,0.722863,0.997301
nsga2,0.737784,0.994535
nsga2,0.740562,0.993408
nsga2,0.743895,0.992162
nsga2,0.741303,0.993253
nsga2,0.741414,0.993165
nsga2,0.742525,0.992636
nsga2,0.738895,0.993997
nsga2,0.725581,0.997000
nsga2,0.732247,0.995781
nsga2,0.745007,0.991638
nsga2,0.722281,0.997413
nsga2,0.736395,0.994656
nsga2,0.723392,0.997290
nsga2,0.732644,0.995652
nsga2,0.720614,0.997586
nsga2,0.724948,0.997081
nsga2,0.724503,0.997146
nsga2,0.721752,0.997439
nsga2,0.712856,0.998172
nsga2,0.713516,0.998105
nsga2,0.716367,0.997952
nsga2,0.728803,0.996453
nsga2,0.716456,0.997943
nsga2,0.718974,0.997744
nsga2,0.715192,0.998006
nsga2,0.721540,0.997501
nsga2,0.720923,0.997536
nsga2,0.708412,0.998372
nsga2,0.715838,0.997985
nsga2,0.719503,0.997715
nsga2,0.713385,0.998136
nsga2,0.730581,0.996194
nsga2,0.727836,0.996639
nsga2,0.728618,0.996537
nsga2,0.721059,0.997518
nsga2,0.716985,0.997912
nsga2,0.709735,0.998282
nsga2,0.734358,0.995505
nsga2,0.717616,0.997877
nsga2,0.737414,0.994596
nsga2,0.718145,0.997846
nsga2,0.730655,0.996143
nsga2,0.736336,0.994716
nsga2,0.740192,0.993467
nsga2,0.729503,0.996328
nsga2,0.743525,0.992219
nsga2,0.723836,0.997224
nsga2,0.718145,0.997846
nsga2,0.735892,0.994770
nsga2,0.707790,0.998413
nsga2,0.708994,0.998357
nsga2,0.717616,0.997877
nsga2,0.716985,0.997912
nsga2,0.714663,0.998040
nsga2,0.710846,0.998251
nsga2,0.729173,0.996385
nsga2,0.725614,0.996947
nsga2,0.712327,0.998195
nsga2,0.714134,0.998060
nsga2,0.707208,0.998429
nsga2,0.706679,0.998451
nsga2,0.719997,0.997622
nsga2,0.727170,0.996745
nsga2,0.719207,0.997737
nsga2,0.729173,0.996385
nsga2,0.734358,0.995505
nsga2,0.728281,0.996577
nsga2,0.710264,0.998264
nsga2,0.727836,0.996639
nsga2,0.742414,0.992723
nsga2,0.737414,0.994596
nsga2,0.729503,0.996328
nsga2,0.727170,0.996745
nsga2,0.731395,0.996068
nsga2,0.728281,0.996577
nsga2,0.714003,0.998092
nsga2,0.740192,0.993467
nsga2,0.734729,0.995441
nsga2,0.715838,0.997985
nsga2,0.715192,0.998006
nsga2,0.743525,0.992219
nsga2,0.714663,0.998040
nsga2,0.737784,0.994535
nsga2,0.735892,0.994770
nsga2,0.732507,0.995718
nsga2,0.733914,0.995561
nsga2,0.733618,0.995595
nsga2,0.740562,0.993408
nsga2,0.731692,0.995958
nsga2,0.706679,0.998451
nsga2,0.733618,0.995595
nsga2,0.707208,0.998429
nsga2,0.707790,0.998413
nsga2,0.719503,0.997715
nsga2,0.733914,0.995561
nsga2,0.743895,0.992162
nsga2,0.708994,0.998357
nsga2,0.735025,0.995333
nsga2,0.708319,0.998386
nsga2,0.710264,0.998264
nsga2,0.710846,0.998251
nsga2,0.738081,0.994429
nsga2,0.722281,0.997413
nsga2,0.739192,0.993891
nsga2,0.712327,0.998195
greedy,0.737958,0.947800
