tipo,f1,f2
nsga2,0.714543,0.986103
nsga2,0.668742,0.996743
nsga2,0.714543,0.986103
nsga2,0.668742,0.996743
nsga2,0.688247,0.994273
nsga2,0.706765,0.989690
nsga2,0.681802,0.995352
nsga2,0.691689,0.993925
nsga2,0.707876,0.989082
nsga2,0.705098,0.989921
nsga2,0.703987,0.990535
nsga2,0.685486,0.995047
nsga2,0.698431,0.992283
nsga2,0.673562,0.996406
nsga2,0.708987,0.988589
nsga2,0.699543,0.991883
nsga2,0.710469,0.988114
nsga2,0.695218,0.993134
nsga2,0.701394,0.991380
nsga2,0.685763,0.994658
nsga2,0.671404,0.996564
nsga2,0.711580,0.987628
nsga2,0.712691,0.987030
nsga2,0.713765,0.986113
nsga2,0.699543,0.991883
nsga2,0.713431,0.986696
nsga2,0.702320,0.991012
nsga2,0.703987,0.990535
nsga2,0.708987,0.988589
nsga2,0.676973,0.996048
nsga2,0.674370,0.996285
nsga2,0.679737,0.995626
nsga2,0.701394,0.991380
nsga2,0.682913,0.995234
nsga2,0.702320,0.991012
nsga2,0.671404,0.996564
nsga2,0.691689,0.993925
nsga2,0.696411,0.992726
nsga2,0.697320,0.992345
nsga2,0.710839,0.987648
nsga2,0.687522,0.994647
nsga2,0.678388,0.995927
nsga2,0.696411,0.992726
nsga2,0.678864,0.995865
nsga2,0.693541,0.993392
nsga2,0.707241,0.989238
nsga2,0.712691,0.987030
nsga2,0.676973,0.996048
nsga2,0.710469,0.988114
nsga2,0.693078,0.993614
greedy,0.737958,0.947800
