tipo,f1,f2
nsga2,0.672723,0.997912
nsga2,0.731429,0.988307
nsga2,0.672723,0.997912
nsga2,0.731429,0.988307
nsga2,0.687531,0.997219
nsga2,0.713652,0.993886
nsga2,0.675834,0.997784
nsga2,0.717818,0.993150
nsga2,0.691115,0.996745
nsga2,0.715790,0.993756
nsga2,0.711244,0.994621
nsga2,0.700103,0.996085
nsga2,0.695473,0.996446
nsga2,0.684683,0.997354
nsga2,0.683651,0.997439
nsga2,0.706319,0.995458
nsga2,0.707800,0.995088
nsga2,0.728281,0.989780
nsga2,0.727170,0.990342
nsga2,0.723660,0.991632
nsga2,0.724670,0.991138
nsga2,0.693838,0.996715
nsga2,0.720040,0.992781
nsga2,0.681112,0.997604
nsga2,0.717818,0.993150
nsga2,0.688930,0.996882
nsga2,0.710234,0.994915
nsga2,0.722263,0.991968
nsga2,0.711244,0.994621
nsga2,0.730215,0.988859
nsga2,0.726059,0.990793
nsga2,0.730215,0.988859
nsga2,0.700103,0.996085
nsga2,0.729392,0.989334
nsga2,0.721152,0.992430
nsga2,0.727170,0.990342
nsga2,0.728281,0.989780
nsga2,0.696954,0.996339
nsga2,0.677778,0.997728
nsga2,0.703806,0.995519
nsga2,0.702615,0.995709
nsga2,0.729392,0.989334
nsga2,0.702615,0.995709
nsga2,0.720040,0.992781
nsga2,0.681112,0.997604
nsga2,0.721152,0.992430
nsga2,0.726059,0.990793
nsga2,0.713652,0.993886
nsga2,0.722263,0.991968
nsga2,0.724670,0.991138
greedy,0.737958,0.947800
