tipo,f1,f2
nsga2,0.742259,0.991376
nsga2,0.683505,0.998246
nsga2,0.683505,0.998246
nsga2,0.742259,0.991376
nsga2,0.740407,0.992198
nsga2,0.740777,0.991781
nsga2,0.721304,0.995294
nsga2,0.734481,0.993527
nsga2,0.736456,0.992946
nsga2,0.738185,0.992792
nsga2,0.738308,0.992614
nsga2,0.739995,0.992202
nsga2,0.739666,0.992415
nsga2,0.738925,0.992608
nsga2,0.741847,0.991379
nsga2,0.741518,0.991591
nsga2,0.700124,0.997348
nsga2,0.724975,0.994825
nsga2,0.724851,0.995007
nsga2,0.729419,0.994164
nsga2,0.729296,0.994344
nsga2,0.732752,0.993694
nsga2,0.732629,0.993873
nsga2,0.734604,0.993348
nsga2,0.704678,0.996970
nsga2,0.698305,0.997504
nsga2,0.721147,0.995464
nsga2,0.691901,0.997879
nsga2,0.691397,0.997910
nsga2,0.739254,0.992420
nsga2,0.741106,0.991594
nsga2,0.692889,0.997847
nsga2,0.740777,0.991781
nsga2,0.736333,0.993124
nsga2,0.725962,0.994735
nsga2,0.727444,0.994607
nsga2,0.725592,0.994803
nsga2,0.720407,0.995576
nsga2,0.730407,0.994082
nsga2,0.722333,0.995247
nsga2,0.726703,0.994631
nsga2,0.687827,0.998097
nsga2,0.720530,0.995492
nsga2,0.737444,0.992878
nsga2,0.701204,0.997325
nsga2,0.728185,0.994506
nsga2,0.735222,0.993338
nsga2,0.724110,0.995113
nsga2,0.690238,0.997921
nsga2,0.711222,0.996454
nsga2,0.731271,0.993982
nsga2,0.705525,0.996924
nsga2,0.726086,0.994652
nsga2,0.701993,0.997248
nsga2,0.718752,0.995639
nsga2,0.693861,0.997721
nsga2,0.737073,0.992938
nsga2,0.737567,0.992798
nsga2,0.701376,0.997297
nsga2,0.730530,0.994000
nsga2,0.735592,0.993214
nsga2,0.688838,0.997982
nsga2,0.699259,0.997476
nsga2,0.715674,0.995999
nsga2,0.708259,0.996728
nsga2,0.715049,0.996016
nsga2,0.704555,0.997058
nsga2,0.685194,0.998213
nsga2,0.716703,0.995941
nsga2,0.718629,0.995723
nsga2,0.724234,0.995030
nsga2,0.727567,0.994525
nsga2,0.728678,0.994362
nsga2,0.732012,0.993887
nsga2,0.731888,0.993968
nsga2,0.733864,0.993538
nsga2,0.693506,0.997787
nsga2,0.686222,0.998149
nsga2,0.699877,0.997424
nsga2,0.722662,0.995157
nsga2,0.694864,0.997691
nsga2,0.685194,0.998213
nsga2,0.695842,0.997670
nsga2,0.718012,0.995755
nsga2,0.689545,0.997978
nsga2,0.694864,0.997691
nsga2,0.711345,0.996389
nsga2,0.730036,0.994147
nsga2,0.697951,0.997566
nsga2,0.733370,0.993681
nsga2,0.714925,0.996101
nsga2,0.713123,0.996219
nsga2,0.716826,0.995855
nsga2,0.719378,0.995627
nsga2,0.709419,0.996585
nsga2,0.686222,0.998149
nsga2,0.706314,0.996851
nsga2,0.703320,0.997154
nsga2,0.686953,0.998140
nsga2,0.713740,0.996181
nsga2,0.713740,0.996181
nsga2,0.697334,0.997620
nsga2,0.684394,0.998235
nsga2,0.728555,0.994444
nsga2,0.696716,0.997643
nsga2,0.707024,0.996814
nsga2,0.733740,0.993619
nsga2,0.688445,0.998063
nsga2,0.719378,0.995627
nsga2,0.702147,0.997200
nsga2,0.695842,0.997670
nsga2,0.723493,0.995138
nsga2,0.704092,0.997059
nsga2,0.710604,0.996495
nsga2,0.710036,0.996543
nsga2,0.708660,0.996609
nsga2,0.703938,0.997107
nsga2,0.708382,0.996640
nsga2,0.735962,0.993139
nsga2,0.735592,0.993214
nsga2,0.711962,0.996353
nsga2,0.707641,0.996772
nsga2,0.717444,0.995823
nsga2,0.714514,0.996127
nsga2,0.703320,0.997154
nsga2,0.707641,0.996772
nsga2,0.686953,0.998140
nsga2,0.711962,0.996353
nsga2,0.712999,0.996280
nsga2,0.707024,0.996814
nsga2,0.706314,0.996851
nsga2,0.710036,0.996543
nsga2,0.722456,0.995163
nsga2,0.710604,0.996495
nsga2,0.688074,0.998069
nsga2,0.717032,0.995846
nsga2,0.684394,0.998235
nsga2,0.714514,0.996127
nsga2,0.693136,0.997789
nsga2,0.712588,0.996307
nsga2,0.699259,0.997476
nsga2,0.696716,0.997643
nsga2,0.705697,0.996898
nsga2,0.718012,0.995755
nsga2,0.702610,0.997196
nsga2,0.716086,0.995974
nsga2,0.709419,0.996585
nsga2,0.697951,0.997566
nsga2,0.697334,0.997620
nsga2,0.712588,0.996307
greedy,0.737958,0.947800
