tipo,f1,f2
nsga2,0.723937,0.990124
nsga2,0.680035,0.997903
nsga2,0.680035,0.997903
nsga2,0.723937,0.990124
nsga2,0.717677,0.992445
nsga2,0.721196,0.991389
nsga2,0.680730,0.997870
nsga2,0.720455,0.991441
nsga2,0.682813,0.997868
nsga2,0.723196,0.990467
nsga2,0.716751,0.993054
nsga2,0.719529,0.992044
nsga2,0.708381,0.995026
nsga2,0.722307,0.990813
nsga2,0.717492,0.992761
nsga2,0.720270,0.991756
nsga2,0.721937,0.991103
nsga2,0.712863,0.993821
nsga2,0.709492,0.994800
nsga2,0.712826,0.994024
nsga2,0.717640,0.992697
nsga2,0.720418,0.991692
nsga2,0.718418,0.992389
nsga2,0.702463,0.995876
nsga2,0.722826,0.990696
nsga2,0.722085,0.991040
nsga2,0.706714,0.995299
nsga2,0.714529,0.993570
nsga2,0.715863,0.993118
nsga2,0.699685,0.996273
nsga2,0.718640,0.992103
nsga2,0.708751,0.994870
nsga2,0.715640,0.993358
nsga2,0.688611,0.997561
nsga2,0.710048,0.994504
nsga2,0.714900,0.993418
nsga2,0.689732,0.997374
nsga2,0.695982,0.996753
nsga2,0.696105,0.996677
nsga2,0.712307,0.994115
nsga2,0.711714,0.994243
nsga2,0.714751,0.993424
nsga2,0.719159,0.992099
nsga2,0.693056,0.997074
nsga2,0.696722,0.996664
nsga2,0.699722,0.996161
nsga2,0.695364,0.996767
nsga2,0.697278,0.996512
nsga2,0.686241,0.997745
nsga2,0.710640,0.994374
nsga2,0.710603,0.994482
nsga2,0.713974,0.993606
nsga2,0.695241,0.996835
nsga2,0.706097,0.995299
nsga2,0.705974,0.995372
nsga2,0.707640,0.995090
nsga2,0.704159,0.995512
nsga2,0.698945,0.996357
nsga2,0.713937,0.993714
nsga2,0.704130,0.995589
nsga2,0.703196,0.995741
nsga2,0.711714,0.994243
nsga2,0.709529,0.994597
nsga2,0.717492,0.992761
nsga2,0.712307,0.994115
nsga2,0.707826,0.995069
nsga2,0.720270,0.991756
nsga2,0.721937,0.991103
nsga2,0.723196,0.990467
nsga2,0.691621,0.997175
nsga2,0.723048,0.990530
nsga2,0.703937,0.995671
nsga2,0.711196,0.994334
nsga2,0.713418,0.993803
nsga2,0.706751,0.995171
nsga2,0.719529,0.992044
nsga2,0.709714,0.994549
nsga2,0.699068,0.996282
nsga2,0.689537,0.997460
nsga2,0.688065,0.997568
nsga2,0.701846,0.995882
nsga2,0.721196,0.991389
nsga2,0.705233,0.995440
nsga2,0.718418,0.992247
nsga2,0.692510,0.997076
nsga2,0.692167,0.997172
nsga2,0.703319,0.995675
nsga2,0.708603,0.994878
nsga2,0.690797,0.997303
nsga2,0.690797,0.997303
nsga2,0.686559,0.997702
nsga2,0.690278,0.997369
nsga2,0.688019,0.997640
nsga2,0.684760,0.997801
nsga2,0.705233,0.995440
nsga2,0.702826,0.995785
nsga2,0.722307,0.990813
nsga2,0.722826,0.990696
nsga2,0.691389,0.997227
nsga2,0.688982,0.997506
nsga2,0.694871,0.996884
nsga2,0.704714,0.995491
nsga2,0.715640,0.993263
nsga2,0.718418,0.992247
nsga2,0.716751,0.993054
nsga2,0.698056,0.996445
nsga2,0.701722,0.995957
nsga2,0.685624,0.997771
nsga2,0.684294,0.997806
nsga2,0.700463,0.996086
nsga2,0.684142,0.997829
nsga2,0.685670,0.997751
nsga2,0.687253,0.997679
nsga2,0.715640,0.993263
nsga2,0.696797,0.996583
nsga2,0.711196,0.994334
nsga2,0.694176,0.996897
nsga2,0.698574,0.996396
nsga2,0.680670,0.997887
nsga2,0.685031,0.997777
nsga2,0.683507,0.997840
nsga2,0.683448,0.997856
nsga2,0.707085,0.995141
nsga2,0.692463,0.997148
nsga2,0.693426,0.997022
nsga2,0.693945,0.996968
nsga2,0.700974,0.996036
nsga2,0.697685,0.996493
nsga2,0.716381,0.993064
nsga2,0.691389,0.997227
nsga2,0.700463,0.996060
nsga2,0.682813,0.997868
nsga2,0.698056,0.996445
nsga2,0.698574,0.996396
nsga2,0.704714,0.995491
nsga2,0.688982,0.997506
nsga2,0.707085,0.995141
nsga2,0.700982,0.996030
nsga2,0.687722,0.997667
nsga2,0.713418,0.993803
nsga2,0.694722,0.996897
nsga2,0.709492,0.994706
nsga2,0.700085,0.996129
nsga2,0.702826,0.995785
nsga2,0.687253,0.997679
nsga2,0.701352,0.995993
nsga2,0.701352,0.995993
nsga2,0.722085,0.991040
nsga2,0.723048,0.990530
nsga2,0.716381,0.993064
greedy,0.737958,0.947800
