tipo,f1,f2
nsga2,0.684437,0.993276
nsga2,0.729283,0.984781
nsga2,0.684437,0.993276
nsga2,0.729283,0.984781
nsga2,0.722435,0.987299
nsga2,0.699929,0.991910
nsga2,0.722078,0.987428
nsga2,0.714518,0.989315
nsga2,0.726172,0.986094
nsga2,0.692472,0.992801
nsga2,0.717653,0.988621
nsga2,0.691353,0.992825
nsga2,0.698524,0.992071
nsga2,0.695925,0.992379
nsga2,0.720439,0.987908
nsga2,0.720796,0.987778
nsga2,0.726886,0.985800
nsga2,0.721078,0.987721
nsga2,0.713868,0.989436
nsga2,0.727998,0.985355
nsga2,0.702024,0.991618
nsga2,0.719082,0.988289
nsga2,0.716606,0.988757
nsga2,0.686384,0.993214
nsga2,0.698215,0.992142
nsga2,0.721636,0.987502
nsga2,0.694972,0.992518
nsga2,0.705144,0.991120
nsga2,0.725390,0.986148
nsga2,0.709579,0.990281
nsga2,0.718130,0.988464
nsga2,0.716582,0.988850
nsga2,0.707701,0.990539
nsga2,0.706817,0.990793
nsga2,0.723196,0.987101
nsga2,0.693829,0.992635
nsga2,0.693067,0.992682
nsga2,0.693829,0.992635
nsga2,0.710463,0.990070
nsga2,0.713042,0.989582
nsga2,0.723545,0.986931
nsga2,0.704152,0.991300
nsga2,0.689925,0.992945
nsga2,0.701072,0.991745
nsga2,0.709748,0.990190
nsga2,0.690686,0.992927
nsga2,0.715153,0.989184
nsga2,0.709150,0.990347
nsga2,0.715310,0.989047
nsga2,0.713328,0.989550
nsga2,0.689258,0.993049
nsga2,0.694972,0.992518
nsga2,0.724267,0.986748
nsga2,0.720011,0.987939
nsga2,0.727363,0.985625
nsga2,0.711865,0.989824
nsga2,0.728672,0.985027
nsga2,0.723545,0.986931
nsga2,0.699167,0.992009
nsga2,0.722689,0.987175
nsga2,0.687242,0.993195
nsga2,0.713558,0.989440
nsga2,0.719939,0.988048
nsga2,0.726529,0.985967
nsga2,0.723982,0.986774
nsga2,0.711240,0.989927
nsga2,0.728236,0.985215
nsga2,0.699167,0.992009
nsga2,0.714582,0.989217
nsga2,0.725101,0.986443
nsga2,0.711865,0.989824
nsga2,0.708319,0.990456
nsga2,0.718296,0.988391
nsga2,0.728950,0.984925
nsga2,0.705461,0.991001
nsga2,0.695615,0.992451
nsga2,0.727363,0.985625
nsga2,0.706484,0.990868
nsga2,0.685964,0.993241
nsga2,0.704867,0.991166
nsga2,0.705859,0.990977
nsga2,0.697710,0.992203
nsga2,0.700097,0.991817
nsga2,0.725379,0.986277
nsga2,0.704867,0.991166
nsga2,0.689258,0.993049
nsga2,0.724545,0.986643
nsga2,0.717296,0.988692
nsga2,0.719558,0.988067
nsga2,0.685107,0.993261
nsga2,0.702240,0.991568
nsga2,0.702906,0.991482
nsga2,0.696515,0.992309
nsga2,0.703453,0.991334
nsga2,0.727720,0.985458
nsga2,0.711240,0.989927
nsga2,0.706484,0.990868
nsga2,0.724545,0.986643
nsga2,0.688544,0.993103
nsga2,0.687956,0.993139
nsga2,0.708319,0.990456
nsga2,0.716225,0.988952
nsga2,0.728236,0.985215
nsga2,0.708920,0.990402
nsga2,0.697067,0.992267
nsga2,0.725379,0.986277
nsga2,0.703270,0.991433
nsga2,0.721435,0.987592
nsga2,0.710865,0.990019
nsga2,0.726291,0.985971
nsga2,0.687956,0.993139
nsga2,0.701358,0.991705
nsga2,0.728950,0.984925
nsga2,0.688544,0.993103
nsga2,0.724902,0.986516
nsga2,0.719304,0.988173
nsga2,0.697067,0.992267
nsga2,0.712368,0.989709
nsga2,0.693067,0.992682
nsga2,0.697710,0.992203
nsga2,0.721435,0.987592
nsga2,0.707644,0.990595
nsga2,0.727760,0.985431
nsga2,0.702906,0.991482
nsga2,0.696515,0.992309
nsga2,0.687242,0.993195
nsga2,0.710158,0.990145
nsga2,0.718725,0.988359
nsga2,0.691353,0.992825
nsga2,0.719304,0.988173
nsga2,0.727006,0.985750
nsga2,0.700567,0.991804
nsga2,0.685107,0.993261
nsga2,0.704152,0.991300
nsga2,0.715868,0.988967
nsga2,0.690686,0.992927
nsga2,0.689925,0.992945
nsga2,0.705859,0.990977
nsga2,0.701358,0.991705
nsga2,0.724902,0.986516
nsga2,0.723196,0.987101
nsga2,0.728593,0.985090
nsga2,0.717376,0.988643
nsga2,0.703547,0.991311
nsga2,0.692472,0.992801
nsga2,0.707343,0.990705
nsga2,0.712614,0.989672
nsga2,0.712368,0.989709
nsga2,0.728593,0.985090
nsga2,0.702240,0.991568
greedy,0.698018,0.941222
